APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,Keyword: Bioinformatics,Keyword: Computational,Keyword: Systems,Keyword: Sum,Keyword: At least one?
9339714,T32,HG,5,N,8/18/2017,9/1/2017,8/31/2018,172,T32HG002295,SCHOOLS OF MEDICINE,PA-11-184,5T32HG002295-15,NHGRI:663145\,"TRAINING, INSTITUTIONAL",2017,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,Genetics; Human Genome; ,BOSTON,UNITED STATES,PEDIATRICS,7,47006379,US,3212902,HARVARD MEDICAL SCHOOL,MA,21156027,"PUBLIC HEALTH RELEVANCE: Integrating genomics into the practice of medicine and biomedical research is a primary goal of the National Human Genome Research Institute's strategic plan. The Harvard University Bioinformatics and Integrative Genomics (BIG) Program meets this goal by providing students trained in the quantitative sciences the intellectual tools t integrate genomics with medical science, access to 'big data' from healthcare systems to experiment with methods of leveraging healthcare data in genomic science, faculty who are leading efforts to integrate genome-scale results into clinical practice, and faculty who are expert in genomics and bioinformatics.",8644899; ,"PARK, PETER J;","GATLIN, CHRISTINE L",9/30/2001,8/31/2018,Bioinformatics; Genomics; Training; ,Training in Bioinformatics and Integrative Genomics,2295,GNOM,National Human Genome Research Institute Initial Review Group ,,,15,659616,34849,663145,3,0,1,4,TRUE
9276710,T32,HD,5,N,5/9/2017,5/1/2017,4/30/2018,865,T32HD049336,SCHOOLS OF ARTS AND SCIENCES,PA-14-015,5T32HD049336-12,NICHD:241615\,"TRAINING, INSTITUTIONAL",2017,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,Clinical Research; ,BLOOMINGTON,UNITED STATES,BIOLOGY,9,6046700,US,577805,INDIANA UNIVERSITY BLOOMINGTON,IN,474013654,"PUBLIC HEALTH RELEVANCE: Understanding the sexual phenotype - or gender - has far reaching implications for human health and well- being. Trainee research on steroid hormones, maternal stress, changing environments, maternal and infant health, and healthy sexual behavior and reproduction, using human, non-human model systems, and evolutionarily diverse non-model systems will lead to insights into the basic mechanisms of reproduction and development and to understanding of the physiological differences between the sexes and their influence on illness and health outcomes, all of which will be valuable to policy makers, medical research, and health care.",7722048; ,"KETTERSON, ELLEN D;","TAYMANS, SUSAN",5/1/2005,4/30/2021,reproductive; ,Common Themes in Reproductive Diversity,49336,ZHD1,Special Emphasis Panel ,,,12,248392,16031,241615,0,0,1,1,TRUE
9304228,T32,GM,5,N,6/29/2017,7/1/2017,6/30/2018,859,T32GM007229,SCHOOLS OF MEDICINE,PA-11-184,5T32GM007229-41,NIGMS:466115\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,PHILADELPHIA,UNITED STATES,ANATOMY/CELL BIOLOGY,2,42250712,US,6463801,UNIVERSITY OF PENNSYLVANIA,PA,191046205,"PUBLIC HEALTH RELEVANCE: This Predoctoral Training Program includes education and research opportunities to investigate the molecular and cellular basis of fundamental biological processes that range from cell signaling to gene expression, employing a wide array of model systems.",1883128; ,"BARTOLOMEI, MARISA S.;","MELILLO, AMANDA A",7/1/1975,6/30/2019,Cellular biology; Molecular Biology; Training Programs; ,Training Program in Cell and Molecular Biology,7229,TWD,NIGMS Initial Review Group ,,,41,443440,22675,466115,0,0,1,1,TRUE
9279155,T32,GM,5,N,5/12/2017,7/1/2017,6/30/2018,859,T32GM106999,SCHOOLS OF MEDICINE,PA-11-184,5T32GM106999-05,NIGMS:114694\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,LITTLE ROCK,UNITED STATES,PHARMACOLOGY,2,122452563,US,1471106,UNIV OF ARKANSAS FOR MED SCIS,AR,722057101,"PUBLIC HEALTH RELEVANCE: This Systems Pharmacology and Toxicology (SPaT) Program is designed for PhD students pursuing dissertation research projects in the pharmacological sciences at the University of Arkansas for Medical Sciences. A systems approach using in vivo animal models is necessary to establish efficacy, safety and the pharmacodynamic/pharmacokinetic profile of candidate drugs but there is a shortage of students trained in this area.",1915862; ,"MAYEUX, PHILIP R.;","KODURI, SAILAJA",7/1/2013,6/30/2018,Pharmacology and Toxicology; System; Training Programs; ,Systems Pharmacology and Toxicology Training Program,106999,TWD,NIGMS Initial Review Group ,,,5,131736,9070,114694,0,0,2,2,TRUE
9301683,T32,NS,5,N,6/7/2017,7/1/2017,6/30/2018,853,T32NS095939,GRADUATE SCHOOLS,PAR-15-178,5T32NS095939-02,NIGMS:217038\NINDS:434075\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,Health Disparities; Neurosciences; ,BERKELEY,UNITED STATES,BIOCHEMISTRY,13,124726725,US,577502,UNIVERSITY OF CALIFORNIA BERKELEY,CA,947045940,"PUBLIC HEALTH RELEVANCE:  This predoctoral Neuroscience Training Program at the University of California, Berkeley strives to educate and train future leaders in neuroscience research. We provide broad neuroscience training from molecules to mind, including both basic and disease-related research. Our program combines flexible coursework, quantitative training, rigorous research training with a major focus on multi-disciplinary approaches, and substantial professional skills training. Our multi-disciplinary approach to neuroscience builds on Berkeley's deep expertise in molecular and cell biology, physical and computational sciences, engineering and psychology. Our goal is to fuel paradigm shifts in how we study the brain, and to educate scientists who can translate basic discoveries into solutions for human neurological diseases.",1858291; ,"FELDMAN, DANIEL ;","WEIGAND, LETITIA ALEXIS",7/1/2016,6/30/2021,Neurosciences; Training Programs; ,Neuroscience Training Program at UC Berkeley,95939,ZNS1,Special Emphasis Panel ,,,2,616980,34133,651113,0,1,0,1,TRUE
9248431,T32,LM,5,N,3/31/2017,4/1/2017,3/31/2018,879,T32LM012411,SCHOOLS OF PUBLIC HEALTH,RFA-HG-14-004,5T32LM012411-02,OD:283230\,"TRAINING, INSTITUTIONAL",2017,NATIONAL LIBRARY OF MEDICINE,Networking and Information Technology R&D; ,BOSTON,UNITED STATES,BIOSTATISTICS & OTHER MATH SCI,7,149617367,US,3212904,HARVARD SCHOOL OF PUBLIC HEALTH,MA,21156028,"PUBLIC HEALTH RELEVANCE: Unprecedented advances in digital technology during the second half of the 20th century have produced a revolution that is transforming science, including health and biomedical research, by providing data of unprecedented complexity in volumes and at a rate that was previously unimaginable. Members of National Research Council's (NRC's) Committee on Massive Data Analysis concluded in their 2013 'Frontiers of Massive Data Analysis' report that the challenges associated with 'Big Data' go far beyond the technical aspects of data management and emphasized that development of rigorous quantitative and statistical methods was crucial if we are to use these data to their advantage. In this application we describe an integrated program designed to provide students with training in the quantitative and computational skills-and their application-required for those students to become the next generation of leading Big Data scientists in health and biomedical research.",1871760; ,"QUACKENBUSH, JOHN ;","YE, JANE",4/1/2016,3/31/2021,Big Data; Health Sciences; Training; ,Statistical and Quantitative Training in Big Data Health Science,12411,ZRG1,Special Emphasis Panel ,,,2,269361,13869,283230,0,1,0,1,TRUE
9277706,T32,GM,2,N,5/11/2017,7/1/2017,6/30/2018,859,T32GM008347,SCHOOLS OF MEDICINE,PA-16-152,2T32GM008347-26,NIGMS:514225\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Biotechnology; Health Disparities; ,MINNEAPOLIS,UNITED STATES,BIOCHEMISTRY,5,555917996,US,1450402,UNIVERSITY OF MINNESOTA,MN,554552070,"PROJECT NARRATIVE This Biotechnology training program at the University of Minnesota has been in existence for twenty-five years. It is a unique program and the only one at the UMN for biotechnology education. This program has brought together trainees and faculty trainers from biological, physical and engineering disciplines and has created an innovative, cross-disciplinary research and educational endeavor. Our new training emphasis from genomes to products reflects recent technological and scientific advances that have given rise to new technologies and opportunities for accelerated engineering of biological systems. This program will take full advantage of the breadth of disciplines represented by our faculty to prepare our trainees for these new directions in biotechnology.",6711808; ,"SCHMIDT-DANNERT, CLAUDIA ;","BROWN, PATRICK",9/25/1990,6/30/2022,Biotechnology; Development; Future; Training; ,Training for Future Biotechnology Development,8347,TWD,NIGMS Initial Review Group ,,,26,487015,27210,514225,0,0,1,1,TRUE
9287779,T32,GM,5,N,5/3/2017,7/1/2017,6/30/2018,859,T32GM008541,SCHOOLS OF MEDICINE,PA-11-184,5T32GM008541-20,NIGMS:215679\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,BOSTON,UNITED STATES,PHARMACOLOGY,7,604483045,US,894901,BOSTON UNIVERSITY MEDICAL CAMPUS,MA,21182841,"PUBLIC HEALTH RELEVANCE: The interdisciplinary Program in Biomolecular Pharmacology at Boston University (BU) is designed to prepare predoctoral students for this new era of pharmacological research and discovery, combining the fundamental principles of pharmacology with novel approaches drawn from bioinformatics, biophysics, biochemistry, biomedical engineering, chemistry, genetics and molecular medicine. Trainees undertake an integrated program of course work that emphasizes translation of basic science into clinical medicine. Prior to selecting a project for their thesis research, rotating students become familiar with the breadth of pharmacological approaches, by experiencing the different styles of innovative research in multiple laboratories across BU, as well as the opportunity to participate in research projects in industrial laboratories.",1881301; ,"FARB, DAVID H;","KODURI, SAILAJA",7/1/1997,6/30/2018,Pharmacology; Training; ,Training in Biomolecular Pharmacology,8541,BRT,National Institute of General Medical Sciences Initial Review Group ,,,20,221720,11338,215679,1,0,0,1,TRUE
9283299,T32,AI,5,N,6/16/2017,8/1/2017,7/31/2018,855,T32AI049928,SCHOOLS OF PUBLIC HEALTH,PA-11-184,5T32AI049928-14,NIAID:235238\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,Biodefense; Emerging Infectious Diseases; Infectious Diseases; ,BOSTON,UNITED STATES,MICROBIOLOGY/IMMUN/VIROLOGY,7,149617367,US,3212904,HARVARD SCHOOL OF PUBLIC HEALTH,MA,21156028,"PUBLIC HEALTH RELEVANCE: Pre-doctoral Training in Tropical Infectious Diseases Project Narrative Despite scientific advances in combating deadly infectious diseases and successes in treatment in developed countries, the world-wide death toll continues to rise. To help address these challenges, this training program emphasizes core knowledge in the areas of cell biology, immunology, molecular biology and epidemiology, biostatistics, biochemistry, genomic analysis, and systems biology. This work is supplemented by translational and field-based studies of epidemiological and ecological aspects of infectious disease transmission and control. In addition to exploring issues necessary to develop as independent scientists, trainees will also gain advanced training focusing on specific infectious agents, including strategies for intervention and the application of modern approaches to vaccine and drug development.",1903689; 1882086 (contact); ,"KANKI, PHYLLIS J.; WIRTH, DYANN F (contact);","ROBBINS, CHRISTIANE M",7/1/2001,7/31/2019,Training Programs; Tropical Disease; ,Doctoral Training Program in Tropical Diseases,49928,MID,Microbiology and Infectious Diseases B Subcommittee ,,,14,225220,11618,235238,0,0,1,1,TRUE
9356845,T32,CA,2,N,7/27/2017,8/1/2017,7/31/2018,398,T32CA094186,SCHOOLS OF MEDICINE,PA-16-152,2T32CA094186-16,NCI:302360\,"TRAINING, INSTITUTIONAL",2017,NATIONAL CANCER INSTITUTE,Cancer; Cancer Genomics; Genetics; Human Genome; ,CLEVELAND,UNITED STATES,INTERNAL MEDICINE/MEDICINE,11,77758407,US,218601,CASE WESTERN RESERVE UNIVERSITY,OH,441061712,"Narrative This Case Comprehensive Cancer Center T32 Training in Computational Genomic Epidemiology of Cancer defines a novel, transdisciplinary area of postdoctoral training at the intersection of cancer research, epidemiology, biostatistics, genetics, and computer science.",8268042; ,"LI, LI ;","PERKINS, SUSAN N",8/1/2017,7/31/2022,cancer epidemiology; genomic epidemiology; Training Programs; ,Computational Genomic Epidemiology of Cancer (CoGEC) Training Program,94186,NCI,Subcommittee I - Transistion to Independence ,,,16,281296,21064,302360,0,2,0,2,TRUE
9320669,T32,GM,5,N,7/3/2017,7/1/2017,6/30/2018,859,T32GM008646,SCHOOLS OF ARTS AND SCIENCES,PA-11-184,5T32GM008646-19,NIGMS:297508\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,SANTA CRUZ,UNITED STATES,BIOCHEMISTRY,20,125084723,US,577510,UNIVERSITY OF CALIFORNIA SANTA CRUZ,CA,950641077,"PUBLIC HEALTH RELEVANCE: Our Training Program offers students cutting-edge and interdisciplinary training in systems and approaches highly relevant to human health, such as stem cell biology, cancer biology, and neurodegenerative diseases. Basic research on such processes as cell division, signaling, and neurobiology also contributes to building the foundation of knowledge needed to understand development and disease.",1887808; ,"STROME, SUSAN ;","SALAZAR, DESIREE LYNN",7/1/1999,6/30/2019,Cells; Developmental Biology; Molecular; Training Programs; ,"Training Program in Molecular, Cell, and Developmental Biology",8646,TWD,NIGMS Initial Review Group ,,,19,279368,18140,297508,0,0,1,1,TRUE
9279866,T32,MH,1,N,4/24/2017,7/1/2017,6/30/2018,242,T32MH112507,SCHOOLS OF MEDICINE,PA-16-152,1T32MH112507-01,NIMH:117131\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF MENTAL HEALTH,Mental Health; ,DAVIS,UNITED STATES,NEUROLOGY,3,47120084,US,577503,UNIVERSITY OF CALIFORNIA AT DAVIS,CA,956186153,"Project Narrative. The proposed UC Davis 'Training Program in Learning, Memory, and Plasticity (LaMP)' will provide training across disciplines to bridge the gaps between the major levels of LaMP research?cognitive, systems, cellular/molecular?in order to promote our understanding of LaMP disorders and reduce their tremendous burden on families, society, and public health. Using this focused, innovative Training Program, our plan is to produce a new generation of scientists who truly think across levels and scales and who have the skills, drive, and motivation to work collaboratively to tackle the most important issues in LaMP in order to improve human health.",1922686; ,"MCALLISTER, A KIMBERLEY;","VAN'T VEER, ASHLEE V",7/1/2017,6/30/2022,Learning; Memory; Training Programs; ,"Learning, Memory, and Plasticity (LaMP) Training Program",112507,ZMH1,Special Emphasis Panel ,,,1,110220,6911,117131,0,0,1,1,TRUE
9291468,T32,GM,5,N,6/13/2017,7/1/2017,6/30/2018,859,T32GM084905,SCHOOLS OF MEDICINE,PA-11-184,5T32GM084905-09,NIGMS:232703\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Bioengineering; Health Disparities; Networking and Information Technology R&D; ,TUCSON,UNITED STATES,PHYSIOLOGY,3,806345617,US,490201,UNIVERSITY OF ARIZONA,AZ,857210158,"PUBLIC HEALTH RELEVANCE: In many areas of biomedical science, quantitative theoretical approaches are necessary in order to understand complex biological systems. This program prepares scientists for research careers in the computational and mathematical modeling of medically significant biological systems through interdisciplinary training at the predoctoral leve. Trainees receive training in relevant research areas and develop the ability to collaborate across traditional disciplinary boundaries with researchers with complementary expertise.",1897051; ,"SECOMB, TIMOTHY W.;","RESAT, HALUK",7/1/2009,6/30/2019,Computer Simulation; mathematical model; System; ,Computational and Mathematical Modeling of Biomedical Systems,84905,TWD,NIGMS Initial Review Group ,,,9,221365,11338,232703,0,2,2,4,TRUE
9405792,T32,MH,3,N,2/15/2017,12/1/2016,6/30/2017,242,T32MH096724,,PA-16-287,3T32MH096724-05S1,NIMH:7802\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF MENTAL HEALTH,,NEW YORK,UNITED STATES,,13,167204994,US,1590919,NEW YORK STATE PSYCHIATRIC INSTITUTE,NY,100321007,"People in Low and Middle Income Countries do not receive proper mental health care. This Global Mental Health Research Fellowship  will train scientists to enhance  access and implementation of effective and feasible mental health interventions that are adapted to  each country's culture and context, making more efficient use of less specialized human resources available in various systems of care., U.S. repercussions too are of import, given the lack of services available in low resource areas in our country.",2798480; 6072016 (contact); ,"OQUENDO, MARIA A.; WAINBERG, MILTON L (contact);","HILL, LAUREN D",12/1/2016,6/30/2017,Fellowship; Intervention; Mental Health; Research; ,Global Mental Health Research Fellowship: Interventions That Make a Difference,96724,,,,S1,5,7224,578,7802,0,0,1,1,TRUE
9417131,T32,HL,3,N,1/26/2017,12/1/2016,8/31/2017,837,T32HL091823,SCHOOLS OF MEDICINE,PA-11-184,3T32HL091823-09S1,NHLBI:4571\,"TRAINING, INSTITUTIONAL",2017,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",,SAINT LOUIS,UNITED STATES,BIOSTATISTICS & OTHER MATH SCI,1,68552207,US,9083901,WASHINGTON UNIVERSITY,MO,631304862,"This renewal application for Post-Doctoral Research Training in Genetic Epidemiology is requesting funds for continued support of 4 post-doc slots each year for 5 years. Trainees will come with an MD or MD/PhD or a PhD degree. Half of the trainees will complete a master's degree and receive in-depth training in genetic epidemiology, statistical genetics, and bioinformatics. The centerpiece of this young program is an Individualized Training Pathway (ITP), customized around the strengths and weaknesses of each trainee.",1876485; ,"RAO, DABEERU C;","SILSBEE, LORRAINE M",9/15/2008,8/31/2018,genetic epidemiology; Postdoctoral Fellow; Research Training; ,Post-Doctoral Research Training in Genetic Epidemiology,91823,NITM,NHLBI Institutional Training Mechanism Review Committee ,,S1,9,4232,339,4571,1,0,0,1,TRUE
9395268,T32,MH,3,N,2/15/2017,12/1/2016,6/30/2018,242,T32MH019545,SCHOOLS OF PUBLIC HEALTH,PA-16-287,3T32MH019545-25S1,NIMH:906\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF MENTAL HEALTH,Clinical Research; Health Services; Mental Health; Pediatric; ,BALTIMORE,UNITED STATES,OTHER HEALTH PROFESSIONS,7,1910777,US,4134401,JOHNS HOPKINS UNIVERSITY,MD,212051832,"This pre and post-doctoral training program involves pre- and postdoctoral fellows from three departments at the Johns Hopkins Bloomberg School of Public Health: Departments of Mental Health; Population, Family, and Reproductive Health; and Health, Behavior, and Society. The program trains scientists to conduct research from a public health perspective concerning factors that affect the organization, implementation, and outcomes of health and preventive interventions aimed at reducing the prevalence of mental disorders and their consequences.",1859565; ,"LEAF, PHILIP J;","HILL, LAUREN D",12/1/2016,6/30/2018,child mental health service; Health Services; systems research; ,Child Mental Health Services and Service System Research,19545,,,,S1,25,839,67,906,0,0,1,1,TRUE
9279664,T32,EY,2,N,5/25/2017,7/1/2017,6/30/2018,867,T32EY021462,SCHOOLS OF ARTS AND SCIENCES,PA-16-152,2T32EY021462-06,NEI:138768\,"TRAINING, INSTITUTIONAL",2017,NATIONAL EYE INSTITUTE,Eye Disease and Disorders of Vision; ,AUSTIN,UNITED STATES,PSYCHOLOGY,10,170230239,US,578403,"UNIVERSITY OF TEXAS, AUSTIN",TX,787595316,"Project Narrative  The goal of this proposal is to train pre- and post-doctoral scholars in vision, visual neuroscience and visually guided behavior. The program emphasizes the study of natural environments, natural tasks, and neural computation, and takes advantage of our special strengths in these areas. We believe that the study of vision in its natural context is highly valuable because it generalizes more readily to clinical issues than restricted laboratory experiments, and provides a body of comparable data in normal populations. Students training in our program will have a suitable background for future work in clinical populations as they will learn a variety of relevant techniques such as eye tracking in unrestricted behavior and use of virtual environments, as well as developing a sound in background computational methods and in the neural basis of visually guided behavior.",1863552; 1863530 (contact); ,"GEISLER, WILSON S; HAYHOE, MARY M (contact);","AGARWAL, NEERAJ",7/1/2012,6/30/2022,Training Programs; ,CPS Training Program,21462,ZEY1,Special Emphasis Panel ,,,6,139916,9234,138768,0,1,0,1,TRUE
9280402,T32,HG,2,N,5/20/2017,7/1/2017,6/30/2018,172,T32HG002536,SCHOOLS OF MEDICINE,PA-16-152,2T32HG002536-16,NHGRI:330568\,"TRAINING, INSTITUTIONAL",2017,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,Genetics; Human Genome; ,LOS ANGELES,UNITED STATES,GENETICS,33,92530369,US,577505,UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,900952000,"Narrative Genomics is a major driving force for modern biomedical research. Given the recent advances in genomic technologies and electronic health records, analysis and interpretation are the biggest bottlenecks to understanding the basis of human variation and disease. This training program will provide the next generation of computational genomicists with the statistics, computer science, bioinformatics, molecular biology, and genomics skills necessary to turn this flood of data into biomedical knowledge that can advance the understanding, diagnosis, and treatment of disease.",7676558 (contact); 8356369; ,"PAPP, JEANETTE CHRISTINE (contact); SOBEL, ERIC ;","GATLIN, CHRISTINE L",7/1/2002,6/30/2022,Genomics; Grant; Training; ,Training Grant in Genomic Analysis and Interpretation,2536,ZHG1,Special Emphasis Panel ,,,16,311820,18748,330568,1,1,0,2,TRUE
9404542,T32,CA,3,N,12/23/2016,7/1/2016,6/30/2017,398,T32CA119925,SCHOOLS OF MEDICINE,PA-11-184,3T32CA119925-09S1,NCI:12833\,"TRAINING, INSTITUTIONAL",2017,NATIONAL CANCER INSTITUTE,Cancer; ,NASHVILLE,UNITED STATES,ANATOMY/CELL BIOLOGY,5,965717143,US,8721001,VANDERBILT UNIVERSITY,TN,372407749,"PUBLIC HEALTH RELEVANCE: The Integrated Biological Systems Training in Oncology (IBSTO) program prepares predoctoral students and postdoctoral fellows for careers in cancer research with comprehensive training in basic and translational research. The IBSTO program takes place in an active Medical Center environment with state-of-the-art facilities, experienced preceptors in an interactive education and research environment with extensive resources and insitutional commitment. The IBSTO program provides our productive trainees unique mentoring, useful academic skills, interactions with faculty and other trainees, exposure to current cancer research discoveries and exposure to clinical cancer treatment and translational research.",1894646; ,"HANN, STEPHEN R.;","PERKINS, SUSAN N",6/1/2008,6/30/2018,biological systems; oncology; Training; ,Integrated Biological Systems Training in Oncology,119925,NCI,Subcommittee I - Transistion to Independence ,,S1,9,11883,950,12833,0,0,3,3,TRUE
9284473,T32,DK,5,N,6/30/2017,7/1/2017,6/30/2018,847,T32DK064582,SCHOOLS OF MEDICINE,PA-11-184,5T32DK064582-14,NIDDK:135900\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,Pediatric; ,CHICAGO,UNITED STATES,INTERNAL MEDICINE/MEDICINE,1,5421136,US,1413601,UNIVERSITY OF CHICAGO,IL,606375418,"PUBLIC HEALTH RELEVANCE: The Pediatric Endocrinology Research Training Program at the University of Chicago has as its main objective to training of highly qualified physician-scientist leaders capable in the use of a variety of modern experimental techniques that will enable them to translate fundamental discoveries into improved medical care of diabetes and other endocrine disorders in the community. The University's strengths in community research, bioinformatics, molecular biology and clinical care posit the training program to train the very best students who will have an impact on the health and well-being of society.",1862101; ,"PHILIPSON, LOUIS H.;","CASTLE, ARTHUR",7/1/2004,6/30/2019,Childhood; Endocrinology; Grant; Research Training; ,Pediatric Endocrinology Research Training Grant,64582,DDK,"Kidney, Urologic and Hematologic Diseases D Subcommittee ",,,14,126068,10085,135900,1,0,0,1,TRUE
9296155,T32,GM,5,N,6/13/2017,7/1/2017,6/30/2018,859,T32GM008806,SCHOOLS OF ARTS AND SCIENCES,PA-14-015,5T32GM008806-17,NIGMS:345348\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,LA JOLLA,UNITED STATES,ENGINEERING (ALL TYPES),52,804355790,US,577507,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,920930934,"PUBLIC HEALTH RELEVANCE: The purpose of this doctoral training program is to train students in the interdisciplinary area of Bioinformatics area of Bioinformatics and Systems Biology. The NIH has recognized that there is a critical need for such interdisciplinary training that integrates the biomedical, computational and engineering sciences, in order to harness the opportunities of the post-genomic era, to furthering the health sciences research and improving health care outcomes.",7612243; 7066003; 1936703 (contact); ,"BAFNA, VINEET ; REN, BING ; SUBRAMANIAM, SHANKAR  (contact);","RAVICHANDRAN, VEERASAMY",7/1/2001,6/30/2021,Bioinformatics; Training Programs; ,Graduate Training Program in Bioinformatics,8806,TWD,NIGMS Initial Review Group ,,,17,327208,18140,345348,3,1,1,5,TRUE
9296142,T32,GM,5,N,6/5/2017,7/1/2017,6/30/2018,859,T32GM070449,SCHOOLS OF MEDICINE,PA-14-015,5T32GM070449-12,NIGMS:233058\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,ANN ARBOR,UNITED STATES,BIOSTATISTICS & OTHER MATH SCI,12,73133571,US,1506502,UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,481091276,"PUBLIC HEALTH RELEVANCE: This is a proposal to renew and grow the University of Michigan Bioinformatics Training Program (U-M BITP) to 8 trainee slots/year for 2-3 years of Pre-doctoral Training in Bioinformatics, usually between years Graduate Student years 1-3. BITP continues to be an integral part of our now well established and highly regarded U-M Bioinformatics Graduate Program (BGP), entering its 15th year.",1919274 (contact); 1889093; ,"ATHEY, BRIAN DAVID (contact); BURMEISTER, MARGIT ;","RAVICHANDRAN, VEERASAMY",7/1/2005,6/30/2021,Bioinformatics; Michigan; Training Programs; Universities; ,The University of Michigan Bioinformatics Training Program,70449,TWD,NIGMS Initial Review Group ,,,12,221720,11338,233058,3,0,0,3,TRUE
9301613,T32,HL,5,N,6/8/2017,8/1/2017,7/31/2018,838,T32HL007741,SCHOOLS OF MEDICINE,PA-11-184,5T32HL007741-24,NHLBI:631106\,"TRAINING, INSTITUTIONAL",2017,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",,MINNEAPOLIS,UNITED STATES,INTERNAL MEDICINE/MEDICINE,5,555917996,US,1450402,UNIVERSITY OF MINNESOTA,MN,554552070,"This proposal is for continued funding of the Lung Biology Training program at the University Minnesota. This program provides three years of funding for eight postdoctoral MDs and PhDs to undertake an intensive state of the art research project supplemented by formal coursework and potentially while obtaining an advanced degree. It also supports training of four highly promising graduate students in lung biology while completing their thesis and obtaining their PhD. We offer outstanding multidisciplinary faculty trainers in three general domains: cell and molecular biology; systems biology, bioengineering and bio- informatics; and clinical and public health research. After completing this program, trainees should be ideally positioned to obtain a transitional career development grant that helps them obtain an academic faculty position.",1901035; ,"INGBAR, DAVID H;","COLOMBINI-HATCH, SANDRA",7/15/1994,7/31/2019,Lung; Science; Training; ,TRAINING IN LUNG SCIENCE,7741,NITM,NHLBI Institutional Training Mechanism Review Committee ,,,24,779024,52082,631106,0,0,1,1,TRUE
